id,Name,ext_name,force,Legion,belong,location,identity,loyalty,Merit,command,battlebility,intelligence,politics,charm,five_circles,spearman,Halberd,crossbowmen,cavalry,weapon,Navy,Strong_ID,icon,gender,phase,stunt,stunt_combo,Stunt_description,power_level_1,Level_2,Level_3,Level_4,Level_5,Level_6,debut_year,birth_year,death_year
640,范仲淹,希文,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,76,43,85,91,105,400,熟,精,精,初,精,熟,0,1774,男,64,循史,137-循史,增加建设内政设施的速度,,,,,,,150,130,229
641,包拯,希仁,,,濮阳,濮阳,未发现,0,0,31,38,83,78,85,315,初,初,初,初,熟,初,0,1775,男,62,洞察,61-洞察,必定可识破敌方部队所施展的部队计略,,,,,,,150,130,229
642,欧阳修,永叔,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,35,45,77,81,87,325,初,初,初,初,初,初,2,1776,男,64,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,150,130,229
643,司马光,君实,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,50,34,84,95,95,358,初,初,初,初,初,初,3,1777,男,64,明镜,74-明镜,可防止遭受部队计略的「伪报、擾乱」,,,,,,,270,250,349
644,王安石,介甫,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,47,48,70,98,55,318,初,初,初,初,初,熟,1,1778,男,55,变法,139-变法,每旬行动力恢复量增加，穀仓和造币厂作用提升为２倍,,,,,,,150,130,229
645,王韶,子纯,,,濮阳,濮阳,未发现,0,0,83,70,79,59,47,338,精,精,熟,精,精,初,0,1779,男,62,掎角,18-掎角,施展齐攻时，有50％的機率让对方陷入混乱,,,,,,,150,130,229
646,章楶,质夫,,,濮阳,濮阳,未发现,0,0,82,68,82,71,76,379,熟,精,精,精,熟,初,0,1780,男,62,待伏,16-待伏,伏兵成功时施展会心一击,,,,,,,150,130,229
647,种世衡,仲平,,,濮阳,濮阳,未发现,0,0,79,74,92,63,76,384,熟,熟,极,精,精,熟,1,1895,男,57,築城,77-築城,军事设施建设的耐久上昇量增为２倍,,,,,,,150,130,229
648,庞籍,醇之,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,67,51,77,82,74,351,初,熟,熟,熟,熟,熟,1,1782,男,57,特技255,,,,,,,,,150,130,229
649,李纲,伯纪,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,64,53,75,87,94,373,熟,熟,精,初,熟,熟,0,1783,男,59,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
650,宗泽,汝霖,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,90,67,78,80,88,403,精,极,极,熟,精,熟,0,1784,男,61,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
651,娄敬,,刘邦,刘邦,成都,成都,一般,120,2000,45,43,92,77,67,324,初,初,初,初,初,初,0,1871,男,75,料敌,132-料敌,敌方部队所施展部队计略成功的几率大幅降低,,,,,,,150,130,229
652,赵鼎,元镇,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,55,44,83,89,85,356,初,初,初,初,初,熟,0,1785,男,60,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,150,130,229
653,岳飞,鹏举,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,110,100,86,62,104,462,极,极,神,极,精,神,0,1469,男,62,枪神,42-枪神,枪兵战法成功时施展会心一击,,,,,,,150,130,229
654,张浚,德远,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,66,59,76,81,85,367,初,初,精,初,熟,精,0,1786,男,59,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,270,250,349
655,韩世忠,良臣,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,85,92,64,57,73,371,熟,熟,极,精,熟,极,0,1787,男,59,神臂,129-神臂,使弩兵的射程增加１区格,,,,,,,150,130,229
656,吴玠,晋卿,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,87,82,66,70,75,380,精,精,极,熟,精,初,1,1789,男,65,弓将,36-弓将,对武力比自己低的敌方部队施展弩兵战法成功时会心一击,,,,,,,150,130,229
657,吴璘,唐卿,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,83,84,59,60,64,350,熟,精,极,精,精,初,1,1790,男,65,待伏,16-待伏,伏兵成功时施展会心一击,,,,,,,150,131,229
658,刘錡,信叔,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,88,86,68,65,66,373,极,精,极,初,精,精,0,1788,男,59,威风,10-威风,被攻击的敌方部队气力减少（大）,,,,,,,150,130,229
659,岳雲,,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,77,104,51,53,61,346,熟,熟,熟,极,精,熟,0,1791,男,60,疾驰,49-疾驰,对攻击力比自部队低的敌方部队施展骑兵战法成功时，必使其陷入混乱,,,,,,,165,145,244
660,吕布,奉先,,,宛,宛,未发现,0,0,70,108,45,32,41,296,精,熟,精,精,初,初,1,3,男,65,飞将,0-飞将,於陆上时不考虑ＺＯＣ、对武力低的敌部队施展战法成功时会心一击,,,,,,,150,130,229
661,吕蒙,子明,孙坚,孙坚,长沙,长沙,一般,120,2000,85,80,83,58,80,386,精,精,熟,熟,精,极,1,1030,男,124,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
662,于谦,廷益,朱元璋,朱元璋,建业,建业,一般,120,2000,80,62,85,83,99,409,熟,极,精,熟,极,熟,0,1739,男,90,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
663,杨再兴,,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,66,112,34,46,53,311,熟,初,熟,精,初,熟,0,1792,男,60,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,150,130,229
664,王德,子华,,,濮阳,濮阳,未发现,0,0,75,93,60,47,68,343,熟,极,精,熟,熟,精,0,1793,男,58,猛者,51-猛者,以战法让敌方部队移动区格时，有50％的機率可让敌将负伤,,,,,,,150,130,229
665,魏胜,彦威,,,濮阳,濮阳,未发现,0,0,80,90,77,70,79,396,精,熟,精,熟,极,精,0,1794,男,58,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
666,虞允文,彬甫,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,86,71,88,86,89,420,熟,精,精,初,熟,极,1,1795,男,63,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,150,130,229
667,鲁肃,子敬,孙坚,孙坚,长沙,长沙,一般,120,2000,66,57,86,88,89,386,熟,熟,熟,初,精,精,0,123,男,124,亲和,142-亲和,实行亲善所能提升的友好度加倍,,,,,,,150,130,229
668,辛弃疾,幼安,,,濮阳,濮阳,未发现,0,0,71,72,80,77,83,383,熟,精,熟,熟,熟,熟,0,1796,男,63,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,150,130,229
669,卢植,子幹,刘秀,刘秀,宛,宛,一般,120,2000,70,54,79,79,81,363,精,熟,精,熟,熟,初,0,200,男,71,指导,84-指导,研究技巧时的费用减半,,,,,,,150,130,229
670,毕再遇,德卿,,,濮阳,濮阳,未发现,0,0,84,95,76,49,72,376,精,熟,极,熟,熟,精,0,1797,男,64,勇将,39-勇将,对武力比自己低的敌方部队施展全战法成功时会心一击,,,,,,,150,130,229
671,孟珙,璞玉,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,95,84,83,74,80,416,极,极,精,熟,精,极,0,1798,男,64,戟神,43-戟神,戟兵战法成功时施展会心一击,,,,,,,150,130,229
672,文天祥,履善,,,濮阳,濮阳,未发现,0,0,55,60,75,82,99,371,初,熟,熟,初,熟,熟,0,1799,男,60,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
673,李庭芝,祥甫,,,濮阳,濮阳,未发现,0,0,78,64,73,77,87,379,熟,精,精,初,精,精,2,1801,男,61,特技255,,,,,,,,,150,130,229
674,程颢,伯淳,,,濮阳,濮阳,未发现,0,0,18,22,78,81,83,282,初,初,初,初,初,初,3,1892,男,61,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,130,229
675,程颐,正叔,,,濮阳,濮阳,未发现,0,0,19,32,73,80,81,285,初,初,初,初,初,初,3,1802,男,61,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,131,229
676,朱熹,元晦,,,濮阳,濮阳,未发现,0,0,40,43,77,81,80,321,初,初,初,初,初,初,0,1803,男,62,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,130,229
677,沈括,存中,,,濮阳,濮阳,未发现,0,0,51,51,83,75,54,314,初,初,初,初,初,熟,3,1804,男,58,发明,82-发明,生产兵器之兵装时所需的生产期间减半,,,,,,,150,130,229
678,张居正,叔大,朱元璋,朱元璋,建业,建业,一般,120,2000,49,56,82,115,52,354,初,初,初,初,初,初,0,1746,男,91,变法,139-变法,每旬行动力恢复量增加，穀仓和造币厂作用提升为２倍,,,,,,,150,130,229
679,谭纶,子理,朱元璋,朱元璋,建业,建业,一般,120,2000,82,72,72,66,71,363,熟,精,精,熟,精,极,1,1747,男,90,治军,130-治军,物理攻击眩晕效果免疫,,,,,,,150,130,229
680,俞大猷,志辅,朱元璋,朱元璋,建业,建业,一般,120,2000,85,86,74,67,79,391,精,精,精,熟,极,极,1,1748,男,89,百战,127-百战,部队战法的消费气力变为五分之一,,,,,,,150,130,229
681,戚继光,元敬,朱元璋,朱元璋,建业,建业,一般,120,2000,97,83,78,68,87,413,精,极,精,极,圣,极,0,1749,男,88,工神,46-工神,兵器战法成功时施展会心一击,,,,,,,150,130,229
682,刘綎,省吾,,,建业,建业,未发现,0,0,70,95,39,23,36,263,精,精,精,熟,初,熟,2,1750,男,86,戟将,35-戟将,对武力比自己低的敌方部队施展戟兵战法成功时会心一击,,,,,,,150,130,229
683,李成梁,汝契,,,建业,建业,未发现,0,0,82,80,60,56,43,321,熟,熟,精,极,精,初,3,1751,男,95,亲乌,91-亲乌,所属都市的领内不会出现異族「乌丸」的根据地,,,,,,,150,130,229
684,李如松,子茂,,,建业,建业,未发现,0,0,83,79,52,38,50,302,精,熟,熟,极,极,熟,0,1752,男,95,射程,24-射程,使井阑、投石的射程增加１区格,,,,,,,165,145,244
685,麻贵,,,,建业,建业,未发现,0,0,77,81,50,48,59,315,精,熟,熟,极,熟,初,1,1753,男,92,特技255,,,,,,,,,150,130,229
686,陈璘,朝爵,,,建业,建业,未发现,0,0,79,80,66,36,42,303,熟,熟,熟,初,精,极,1,1754,男,87,水将,38-水将,对武力比自己低的敌方部队施展水军战法成功时会心一击,,,,,,,150,130,229
687,邓子龙,武桥,,,建业,建业,未发现,0,0,73,87,51,39,48,298,精,精,熟,初,熟,精,1,1755,男,89,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
688,孙承宗,稚绳,朱元璋,朱元璋,建业,建业,一般,120,2000,69,56,86,79,66,356,初,熟,初,熟,精,熟,1,1756,男,88,築城,77-築城,军事设施建设的耐久上昇量增为２倍,,,,,,,150,130,229
689,熊廷弼,飞百,朱元璋,朱元璋,建业,建业,一般,120,2000,79,76,81,75,46,357,熟,精,熟,熟,极,初,1,1757,男,86,屯田,78-屯田,所属於关所、港口时，士兵不会消费兵粮,,,,,,,150,130,229
690,袁崇焕,元素,朱元璋,朱元璋,建业,建业,一般,120,2000,85,67,73,57,64,346,熟,熟,熟,精,极,熟,1,1758,男,87,射程,24-射程,使井阑、投石的射程增加１区格,,,,,,,150,130,229
691,徐光启,子先,,,建业,建业,未发现,0,0,57,47,81,81,60,326,初,熟,初,初,精,熟,3,1759,男,93,发明,82-发明,生产兵器之兵装时所需的生产期间减半,,,,,,,150,130,229
692,郑成功,大木,,,建业,建业,未发现,0,0,87,76,65,78,77,383,精,熟,熟,初,精,极,1,1761,男,95,水神,47-水神,水军战法成功时施展会心一击,,,,,,,150,130,229
693,李定国,鸿远,,,建业,建业,未发现,0,0,88,89,80,62,81,400,极,精,精,初,熟,精,1,1762,男,86,待伏,16-待伏,伏兵成功时施展会心一击,,,,,,,150,130,229
694,史可法,宪之,,,建业,建业,未发现,0,0,62,62,71,76,84,355,熟,熟,精,初,精,熟,1,1763,男,89,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
695,邓愈,伯颜,朱元璋,朱元璋,建业,建业,一般,120,2000,83,87,60,71,78,379,熟,精,初,精,极,极,0,1726,男,92,攻城,17-攻城,攻击据点、设施、建築物时施展会心一击,,,,,,,150,130,229
696,汤和,鼎臣,朱元璋,朱元璋,建业,建业,一般,120,2000,77,77,80,63,67,364,精,精,熟,熟,初,极,0,1727,男,90,操舵,5-操舵,增加水上的移动力,,,,,,,150,130,229
697,吴三桂,长伯,吴三桂,吴三桂,云南,云南,君主,120,2000,78,86,51,39,35,289,精,熟,熟,极,熟,熟,0,1825,男,95,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
698,董卓,仲颖,,,云南,云南,未发现,0,0,68,84,56,26,38,272,初,熟,熟,精,初,初,0,68,男,15,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,150,130,229
699,王莽,巨君,,,云南,云南,未发现,0,0,32,58,77,72,54,293,初,初,初,初,初,初,0,1863,男,60,名声,79-名声,增加徵兵时的士兵数,,,,,,,150,130,229
700,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,563,男,0,特技255,,,,,,,,,184,184,281
701,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,564,男,0,特技255,,,,,,,,,184,184,281
702,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,565,男,0,特技255,,,,,,,,,184,184,281
703,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,496,男,0,特技255,,,,,,,,,184,184,281
704,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,497,男,0,特技255,,,,,,,,,184,184,281
705,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,498,男,0,特技255,,,,,,,,,184,184,281
706,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,499,男,0,特技255,,,,,,,,,184,184,281
707,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,500,男,0,特技255,,,,,,,,,184,184,281
708,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,501,男,0,特技255,,,,,,,,,184,184,281
709,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,296,男,0,特技255,,,,,,,,,184,184,281
710,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,770,男,0,特技255,,,,,,,,,184,184,281
711,事件,,,,65535,65535,死亡,0,0,1,1,1,1,1,5,初,初,初,初,初,初,0,731,男,0,特技255,,,,,,,,,184,184,281
712,姜子牙,,,,虎牢关,虎牢关,,0,0,110,60,120,100,90,480,极,极,极,极,极,极,0,1169,男,0,鬼门,71-鬼门,可施展部队计略的「妖术、落雷」,,,,,,,184,184,281
713,周公旦,,,,潼关,潼关,,0,0,80,70,90,120,120,480,精,精,精,精,精,精,3,1170,男,0,圣人,143-圣人,登用无归属武将时必定成功,,,,,,,184,184,281
714,盗贼,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,668,男,0,特技255,,,,,,,,,184,184,281
715,文官,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,669,男,0,特技255,,,,,,,,,184,184,281
716,士兵,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,670,男,0,特技255,,,,,,,,,184,184,281
717,男,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,671,男,0,特技255,,,,,,,,,184,184,281
718,女,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,672,女,0,特技255,,,,,,,,,184,184,281
719,老人,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,673,男,0,特技255,,,,,,,,,184,184,281
720,小孩,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,674,男,0,特技255,,,,,,,,,184,184,281
721,努尔哈赤,,努尔哈赤,努尔哈赤,65535,65535,都督,0,0,95,85,75,65,65,385,熟,熟,精,神,初,初,1,1100,男,0,特技157,,,,,,,,,184,170,269
722,皇太极,,努尔哈赤,努尔哈赤,65535,65535,一般,0,0,85,85,80,75,70,395,熟,熟,精,极,熟,初,1,1101,男,0,特技157,,,,,,,,,184,170,269
723,多尔衮,,努尔哈赤,努尔哈赤,65535,65535,一般,0,0,90,80,85,80,60,395,精,精,熟,极,精,初,1,1102,男,0,特技157,,,,,,,,,184,170,269
724,耶律亿,,努尔哈赤,努尔哈赤,65535,65535,一般,0,0,85,90,85,75,75,410,精,熟,精,极,精,初,1,1103,男,0,特技157,,,,,,,,,184,170,269
725,完颜旻,,努尔哈赤,努尔哈赤,65535,65535,一般,0,0,100,85,75,65,70,395,精,精,精,神,熟,初,1,1104,男,0,特技157,,,,,,,,,184,170,269
726,成吉思汗,,成吉思汗,成吉思汗,65535,65535,都督,0,0,110,90,85,45,50,380,精,熟,极,圣,极,初,1,1105,男,0,特技155,,,,,,,,,184,170,269
727,速不台,,成吉思汗,成吉思汗,65535,65535,一般,0,0,100,100,75,30,45,350,精,熟,极,神,精,初,1,1106,男,0,特技155,,,,,,,,,184,170,269
728,木华黎,,成吉思汗,成吉思汗,65535,65535,一般,0,0,105,95,90,50,55,395,精,精,精,圣,精,初,1,1107,男,0,特技155,,,,,,,,,184,170,269
729,拖雷,,成吉思汗,成吉思汗,65535,65535,一般,0,0,95,85,70,60,65,375,精,精,精,极,精,熟,3,1108,男,0,特技155,,,,,,,,,184,170,269
730,忽必烈,,成吉思汗,成吉思汗,65535,65535,一般,0,0,80,80,80,80,70,390,熟,熟,精,极,精,熟,3,1109,男,0,特技155,,,,,,,,,184,170,269
731,丰臣秀吉,,丰臣秀吉,丰臣秀吉,65535,65535,都督,0,0,80,55,85,95,80,395,精,极,精,熟,极,熟,1,1115,男,0,特技154,,,,,,,,,184,170,269
732,织田信长,,丰臣秀吉,丰臣秀吉,65535,65535,一般,0,0,85,75,90,90,75,415,极,极,熟,熟,极,熟,1,1116,男,0,特技154,,,,,,,,,184,170,269
733,上杉谦信,,丰臣秀吉,丰臣秀吉,65535,65535,一般,0,0,90,85,65,70,85,395,熟,极,精,极,熟,初,1,1118,男,0,特技154,,,,,,,,,184,170,269
734,武田信玄,,丰臣秀吉,丰臣秀吉,65535,65535,一般,0,0,90,70,90,85,80,415,精,极,熟,极,熟,初,1,1119,男,0,特技154,,,,,,,,,184,170,269
735,岛津义弘,,丰臣秀吉,丰臣秀吉,65535,65535,一般,0,0,80,95,70,65,60,370,精,极,熟,熟,熟,极,1,1120,男,0,特技154,,,,,,,,,184,170,269
736,松赞干布,,松赞干布,松赞干布,65535,65535,都督,0,0,90,75,95,95,90,445,极,精,熟,极,熟,初,1,1110,男,0,特技156,,,,,,,,,184,170,269
737,噶尔东赞,,松赞干布,松赞干布,65535,65535,一般,0,0,85,55,85,90,85,400,极,极,熟,精,精,初,1,1111,男,0,特技156,,,,,,,,,184,170,269
738,噶尔钦陵,,松赞干布,松赞干布,65535,65535,一般,0,0,95,80,90,55,60,380,神,极,精,极,初,初,1,1112,男,0,特技156,,,,,,,,,184,170,269
739,赤松德赞,,松赞干布,松赞干布,65535,65535,一般,0,0,75,60,80,85,85,385,极,精,熟,精,初,初,1,1113,男,0,特技156,,,,,,,,,184,170,269
740,赤祖德赞,,松赞干布,松赞干布,65535,65535,一般,0,0,70,65,80,90,80,385,极,熟,熟,精,初,初,1,1114,男,0,特技156,,,,,,,,,184,170,269
741,宦官,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,745,男,0,特技255,,,,,,,,,184,184,281
742,使者,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,746,男,0,特技255,,,,,,,,,184,184,281
743,武将,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,747,男,0,特技255,,,,,,,,,184,184,281
744,卫兵,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,748,男,0,特技255,,,,,,,,,184,184,281
745,陈胜,,陈胜,陈胜,65535,65535,都督,0,0,70,80,60,50,60,320,精,精,精,熟,熟,熟,1,1151,男,0,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,184,170,269
746,吴广,,陈胜,陈胜,65535,65535,一般,0,0,65,75,70,65,50,325,精,精,精,熟,初,熟,3,1152,男,0,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,184,170,269
747,张角,,陈胜,陈胜,65535,65535,一般,0,0,70,55,80,80,85,370,精,精,熟,熟,熟,熟,3,520,男,0,鬼门,71-鬼门,可施展部队计略的「妖术、落雷」,,,,,,,184,170,269
748,孙恩,,陈胜,陈胜,65535,65535,一般,0,0,75,70,75,65,80,365,精,精,熟,初,熟,精,3,1153,男,0,米道,88-米道,每季的所属都市的兵粮收入增加为1.5倍,,,,,,,184,170,269
749,葛荣,,陈胜,陈胜,65535,65535,一般,0,0,75,80,60,35,65,315,精,精,熟,精,初,初,3,1155,男,0,乱战,15-乱战,於森林中攻击时施展会心一击,,,,,,,184,170,269
750,窦建德,,陈胜,陈胜,65535,65535,一般,0,0,80,85,70,60,90,385,精,精,精,精,熟,熟,3,1156,男,0,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,184,170,269
751,黄巢,,陈胜,陈胜,65535,65535,一般,0,0,85,80,85,55,80,385,极,精,熟,精,熟,精,3,1157,男,0,强行,2-强行,增加兵器、输送部队以外的陆上部队之移动力,,,,,,,184,170,269
752,王仙芝,,陈胜,陈胜,65535,65535,一般,0,0,70,70,70,50,70,330,精,精,精,熟,熟,精,3,1158,男,0,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,184,170,269
753,宋江,,陈胜,陈胜,65535,65535,一般,0,0,75,70,70,75,75,365,精,精,精,精,精,精,3,1159,男,0,名声,79-名声,增加徵兵时的士兵数,,,,,,,184,170,269
754,方腊,,陈胜,陈胜,65535,65535,一般,0,0,75,75,60,70,80,360,精,精,精,初,初,精,3,1160,男,0,妖术,70-妖术,可施展部队计略的「妖术」,,,,,,,184,170,269
755,钟相,,陈胜,陈胜,65535,65535,一般,0,0,70,75,55,45,55,300,精,精,精,初,熟,极,3,1162,男,0,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,184,170,269
756,杨么,,陈胜,陈胜,65535,65535,一般,0,0,75,80,65,50,60,330,精,精,精,初,熟,极,3,1161,男,0,推进,4-推进,於水上时不考虑ＺＯＣ,,,,,,,184,170,269
757,李全,,陈胜,陈胜,65535,65535,一般,0,0,80,90,70,55,65,360,极,精,精,熟,熟,精,3,1154,男,0,枪将,34-枪将,对武力比自己低的敌方部队施展枪兵战法成功时会心一击,,,,,,,184,170,269
758,陈友谅,,陈胜,陈胜,65535,65535,一般,0,0,80,75,80,60,65,360,精,精,精,初,精,极,3,1163,男,0,水将,38-水将,对武力比自己低的敌方部队施展水军战法成功时会心一击,,,,,,,184,170,269
759,李自成,,陈胜,陈胜,65535,65535,一般,0,0,85,85,70,40,85,365,精,极,精,精,精,熟,3,1164,男,0,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,184,170,269
760,张献忠,,陈胜,陈胜,65535,65535,一般,0,0,80,85,65,25,50,305,精,精,精,熟,熟,熟,3,1165,男,0,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,184,170,269
761,渔夫,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,765,男,0,特技255,,,,,,,,,184,184,281
762,学者,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,766,男,0,特技255,,,,,,,,,184,184,281
763,事６４,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
764,事６５,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
765,事６６,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
766,事６７,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
767,事６８,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
768,事６９,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
769,事７０,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,男,0,特技255,,,,,,,,,184,165,190
770,窦婴,王孙,刘邦,刘邦,成都,成都,一般,120,2000,67,53,71,77,79,347,熟,精,熟,初,熟,熟,3,1905,男,73,特技255,,,,,,,,,150,130,229
771,韩安国,长孺,刘邦,刘邦,成都,成都,一般,120,2000,69,70,82,79,80,380,熟,精,熟,熟,初,熟,3,1906,男,71,特技255,,,,,,,,,150,130,229
772,冯胜,,朱元璋,朱元璋,建业,建业,一般,120,2000,81,80,61,33,39,294,精,熟,熟,精,精,精,0,1902,男,91,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,150,130,229
773,王崇古,学甫,,,建业,建业,未发现,0,0,75,69,74,76,65,359,熟,精,精,熟,熟,极,3,1903,男,87,特技153,,,,,,,,,150,130,229
774,源贺,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,75,84,80,78,84,401,熟,初,精,精,熟,初,1,1900,男,140,特技255,,,,,,,,,165,145,244
775,尉元,苟仁,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,76,80,69,72,78,375,精,初,精,精,熟,熟,1,1901,男,142,特技255,,,,,,,,,150,130,229
776,荀林父,,晋重耳,晋重耳,邺,邺,一般,120,2000,70,67,65,74,74,350,熟,精,熟,熟,精,初,1,1896,男,21,特技255,,,,,,,,,150,130,229
777,士会,季,晋重耳,晋重耳,邺,邺,一般,120,2000,64,55,96,87,90,392,精,熟,初,熟,精,熟,3,1897,男,23,料敌,132-料敌,敌方部队所施展部队计略成功的几率大幅降低,,,,,,,150,130,229
778,郤克,,晋重耳,晋重耳,邺,邺,一般,120,2000,76,50,72,75,56,329,初,精,精,熟,熟,熟,1,1898,男,19,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
779,栾书,,晋重耳,晋重耳,邺,邺,一般,120,2000,63,66,79,77,62,347,初,熟,熟,初,熟,熟,1,1899,男,16,特技255,,,,,,,,,150,130,229
780,周敦颐,茂叔,,,濮阳,濮阳,未发现,0,0,38,16,76,78,86,294,初,初,初,初,初,初,3,1891,男,61,指导,84-指导,研究技巧时的费用减半,,,,,,,150,130,229
781,邵雍,尧夫,,,濮阳,濮阳,未发现,0,0,28,23,87,73,85,296,初,初,初,初,初,初,3,1893,男,63,风水,97-风水,所属都市不容易出现蝗灾、瘟疫,,,,,,,150,130,229
